,reviews,stars,date,country
264,"✅ Trip Verified |  Flight was delayed due to the inbound flight arriving late. There was no announcement to inform of the delay nor were the sceens updated. When ready to board we were requested to take our seats quickly to help reduce the delay, which people did. The pilot then announced he had received the documents for the wrong flight from ground staff, so we had to wait while they returned to get the right paperwork. After this was resolved, the pilot announced there would be a delay as there was only two push back tractors and we had to wait again. So after rushing to sit quickly, we sat the the aircraft at the gate for nearly one hour, which is longer than the flight takes ! Of course AMS is not BAs home base and it uses contracted staff here, but it should require a better level of service, It was embarrassing hearing the pilot apologise at every step of the way. It’ll be Eurostar for me next time.","
													5",21st July 2023, (United Kingdom) 
265,"Not Verified |  Fast and friendly check in (total contrast to Gatwick). The contract lounge is comfortable and spacious with a bar and pleasant staff but you have to pay for alcohol after the one free glass of wine. Food best avoided. On board, great crew and dinner was actually good quality and substantial apart from the ""chocolate and orange pot"" that seems to appear on every flight - have they bought up the global stock? The crew were always ready to top up drinks although white wine and beers were lukewarm. The crew explained that the carts are supposed to be chilled - from experience they rarely are. Is dry ice so expensive that BA can't afford it?",2,20th July 2023, (United Kingdom) 
266,"✅ Trip Verified |  I don't understand why British Airways is classified as a 4 star airline? The service is really mediocre. The food is untasty and insufficient for a long haul trip. Some members of the cabin crew are friendly but they are not attentive enough and create a very basic experience. This really is all about getting from point A to B without what it used to be an enjoyable trip making experience. The inflight entertainment is fairly good, but you do need to bring your own water not to get dehydrated, some snacks and ideally food and perhaps smile to yourself as otherwise you are faced with just a cold, personality less experience. ",1,20th July 2023, (United Kingdom) 
267,"Not Verified |  I'm sure that BA have gradually made their economy experience (BA Euroflyer out of Gatwick) so miserable that passengers are tempted to upgrade to the lacklustre and overpriced business class. Long wait at the biz checkin ( due to status ) and dealt with by a bored agent - OK third party, but still representing BA - who hardly spoke and avoided eye contact and was more focussed on her fingernails. Lounge was crowded and grubby but at least the staff there are pleasant and helpful On board the seats are cramped and uncomfortable and it took over two hours before crew appeared with food sales and the ""free water"" which on Gatwick services consists of a half full plastic cup rather than the luxury of a small bottle.. A fellow passenger mentioned the delay and the fact that they had no sandwiches for sale which prompted the flight attendant to say that the service was much better on Easyjet who do two service runs etc.",1,20th July 2023, (United Kingdom) 
268,"✅ Trip Verified |  Customer Service does not exist. One world emerald, frequent long haul flyer (including BA) - never seen such poor customer service or “computer says no”. Official BA.com site said all morning and afternoon that flight from Gatwick, delayed 2 hours. Delayed leaving for airport -only for BA to change back to original time. Called BA customer service 1.5 hours prior from highway saying situation - told not to worry, would note and flight rebooked if issue but go to airport. Got to airport 40 mins prior told could not board and that staff did not work for BA so could not help. Back on phone, 3 hours in total to be told could be rebooked, then couldn’t be, round and round. Ultimately told to file complaint. Then found out flight left 2 hours delayed. Paid for extra hotels flights with more competent airlines and now told 38 days wait for complaints to be responded to - heavens help economy and non-status flyers if that’s what the front end of the plane gets!",1,18th July 2023, (United Kingdom) 
269,"✅ Trip Verified | Another really great pair of flights, on time, no problems at all, champagne was ok and my meal choices were great, the new club suite is a good improvement over the previous seat, in flight entertainment could have been better, can’t wait to fly with BA again and enjoy another great experience.",4,17th July 2023, (United Kingdom) 
270,"✅ Trip Verified |  Check-in Desk rude and dismissive. Flight late but seems the new norm. One world emerald, club world check-in. Staff uncommunicative, did not know what baggage allowance entitled to, once raised (politely) became argumentative and accusatory.",8,26th July 2023, (United Kingdom) 
271,"✅ Trip Verified | I chose British Airways especially because I was going to travel with my niece and nephew, and wanted everything to work well. What a disaster! First, it took me two hours to do the check-in online due to a technical problem. I also had to spend more than 20 minutes in a call to a UK number from my Spanish cell phone because that’s the only service they provide on weekends. Then, at the airport, when there was the boarding time, we had to wait with the rest of the people for almost two hours standing on the line without knowing what was going on. They just told us to wait. Finally we could access the plane. After 40 minutes inside, they told us to leave the plane again and told us the flight had been cancelled. We had to take our luggage and queue again for a couple of hours. Then, do the check in again and wait for another flight to take off, which was again delayed! We spent almost 12 hours at the airport. No information was provided, no solutions were offered. We had to seat in the last raw (when I had paid to seat on the first half of the plane). No money was refunded no apologizes or compensation was given. I also had pre-purchased food and they couldn’t provide the service. All in all, terrible. Never again!",2,25th July 2023, (Spain) 
272,"Not Verified | I booked Premium Economy from INV to LAX (via LHR). They notified me of a cancelled flight on my return journey and rebooked me on a flight that my connecting flight arrived too late for! Then they cancelled a flight on my journey to LAX! They then cancelled the rebooked flight on the return journey and rebooking me back on the first flight that they had rebooked me on - the flight that I have no chance of making as my return flight arrives too late into LHR. They re-routed me from LAX to JFK to LHR - which I would have accepted - but they booked the journey in Economy (LAX to JFK) which my husband (6'4"" with a knee injury) - cannot do and now they won't change it - even though they have a direct flight from LAX to LHR with Premium Economy and unacceptable flight allows us 54 mins to transfer flights at JFK - and my husband won't be able to walk slowly, let alone quickly, after enduring the 6-hour flight from LAX to LHR. I have chatted only to have my calls disconnected and I also have online chat which proves I did not accept this re-routed flight to JFK but they won't budge.",2,24th July 2023, (United Kingdom) 
273,"✅ Trip Verified | A simple story with an unfortunate outcome that really could happen to anyone. My partner and I recently started working after studying purchased two tickets to travel from London City Airport to Frankfurt. When we purchased the tickets, I mistakenly entered my name twice (e.g. Mr John Smith and Ms John Smith). Little did we know that our 1 simple mistake would cost us over 300 pounds. Upon arriving at the airport we were told there was no way to change the name (apparently they can only change 3 letters where there has been a typo?) and I had no other option to purchase the last remaining ticket if I wanted to board the flight - the price: almost seven times (!) higher than my original ticket. Zero empathy was shown. Zero alternative was offered. Trusting BA's staff and under the pretence that there was apparently no other way we could board the flight we bought this ticket. Immediately after I purchased the ticket I contacted BA's 'Commercial Change Booking Team' and informed them of our situation. The service representative apologised and told me they could have changed the name at the cost of a small fee. He offered to cancel my original ticket and issue me a partial refund then, advising me that I had a claim to the difference and I should contact Customer Support to do so. I told this person several times I wanted to claim the cost of the new ticket and even asked him explicitly if by accepting this offer, I would be denied from claiming the cost of the new ticket. He said no, I could claim the difference. Fair enough - we accepted this offer and lodged a ticket with Customer Support for the difference. Two days later, British Airways Customer Response informed us that we were unable to lodge a claim because we had 'voluntarily accepted the cancellation before the flight'. They've continued to send generic emails until this week, when they just stopped responding. So in short, British Airways misled and deceived my partner into accepting a lowball offer to waive our right to claim a refund. It keeps me up at night thinking how they can do this and get away with it so easily.",1,21st July 2023, (Germany) 
274,"✅ Trip Verified |  Flight was delayed due to the inbound flight arriving late. There was no announcement to inform of the delay nor were the sceens updated. When ready to board we were requested to take our seats quickly to help reduce the delay, which people did. The pilot then announced he had received the documents for the wrong flight from ground staff, so we had to wait while they returned to get the right paperwork. After this was resolved, the pilot announced there would be a delay as there was only two push back tractors and we had to wait again. So after rushing to sit quickly, we sat the the aircraft at the gate for nearly one hour, which is longer than the flight takes ! Of course AMS is not BAs home base and it uses contracted staff here, but it should require a better level of service, It was embarrassing hearing the pilot apologise at every step of the way. It’ll be Eurostar for me next time.",9,21st July 2023, (United Kingdom) 
275,"Not Verified |  Fast and friendly check in (total contrast to Gatwick). The contract lounge is comfortable and spacious with a bar and pleasant staff but you have to pay for alcohol after the one free glass of wine. Food best avoided. On board, great crew and dinner was actually good quality and substantial apart from the ""chocolate and orange pot"" that seems to appear on every flight - have they bought up the global stock? The crew were always ready to top up drinks although white wine and beers were lukewarm. The crew explained that the carts are supposed to be chilled - from experience they rarely are. Is dry ice so expensive that BA can't afford it?","
													5",20th July 2023, (United Kingdom) 
276,"✅ Trip Verified |  I don't understand why British Airways is classified as a 4 star airline? The service is really mediocre. The food is untasty and insufficient for a long haul trip. Some members of the cabin crew are friendly but they are not attentive enough and create a very basic experience. This really is all about getting from point A to B without what it used to be an enjoyable trip making experience. The inflight entertainment is fairly good, but you do need to bring your own water not to get dehydrated, some snacks and ideally food and perhaps smile to yourself as otherwise you are faced with just a cold, personality less experience. ",2,20th July 2023, (United Kingdom) 
277,"Not Verified |  I'm sure that BA have gradually made their economy experience (BA Euroflyer out of Gatwick) so miserable that passengers are tempted to upgrade to the lacklustre and overpriced business class. Long wait at the biz checkin ( due to status ) and dealt with by a bored agent - OK third party, but still representing BA - who hardly spoke and avoided eye contact and was more focussed on her fingernails. Lounge was crowded and grubby but at least the staff there are pleasant and helpful On board the seats are cramped and uncomfortable and it took over two hours before crew appeared with food sales and the ""free water"" which on Gatwick services consists of a half full plastic cup rather than the luxury of a small bottle.. A fellow passenger mentioned the delay and the fact that they had no sandwiches for sale which prompted the flight attendant to say that the service was much better on Easyjet who do two service runs etc.",1,20th July 2023, (United Kingdom) 
278,"✅ Trip Verified |  Customer Service does not exist. One world emerald, frequent long haul flyer (including BA) - never seen such poor customer service or “computer says no”. Official BA.com site said all morning and afternoon that flight from Gatwick, delayed 2 hours. Delayed leaving for airport -only for BA to change back to original time. Called BA customer service 1.5 hours prior from highway saying situation - told not to worry, would note and flight rebooked if issue but go to airport. Got to airport 40 mins prior told could not board and that staff did not work for BA so could not help. Back on phone, 3 hours in total to be told could be rebooked, then couldn’t be, round and round. Ultimately told to file complaint. Then found out flight left 2 hours delayed. Paid for extra hotels flights with more competent airlines and now told 38 days wait for complaints to be responded to - heavens help economy and non-status flyers if that’s what the front end of the plane gets!",1,18th July 2023, (United Kingdom) 
279,"✅ Trip Verified | Another really great pair of flights, on time, no problems at all, champagne was ok and my meal choices were great, the new club suite is a good improvement over the previous seat, in flight entertainment could have been better, can’t wait to fly with BA again and enjoy another great experience.",1,17th July 2023, (United Kingdom) 
280,"✅ Trip Verified |  Check-in Desk rude and dismissive. Flight late but seems the new norm. One world emerald, club world check-in. Staff uncommunicative, did not know what baggage allowance entitled to, once raised (politely) became argumentative and accusatory.",4,26th July 2023, (United Kingdom) 
281,"✅ Trip Verified | I chose British Airways especially because I was going to travel with my niece and nephew, and wanted everything to work well. What a disaster! First, it took me two hours to do the check-in online due to a technical problem. I also had to spend more than 20 minutes in a call to a UK number from my Spanish cell phone because that’s the only service they provide on weekends. Then, at the airport, when there was the boarding time, we had to wait with the rest of the people for almost two hours standing on the line without knowing what was going on. They just told us to wait. Finally we could access the plane. After 40 minutes inside, they told us to leave the plane again and told us the flight had been cancelled. We had to take our luggage and queue again for a couple of hours. Then, do the check in again and wait for another flight to take off, which was again delayed! We spent almost 12 hours at the airport. No information was provided, no solutions were offered. We had to seat in the last raw (when I had paid to seat on the first half of the plane). No money was refunded no apologizes or compensation was given. I also had pre-purchased food and they couldn’t provide the service. All in all, terrible. Never again!",8,25th July 2023, (Spain) 
282,"Not Verified | I booked Premium Economy from INV to LAX (via LHR). They notified me of a cancelled flight on my return journey and rebooked me on a flight that my connecting flight arrived too late for! Then they cancelled a flight on my journey to LAX! They then cancelled the rebooked flight on the return journey and rebooking me back on the first flight that they had rebooked me on - the flight that I have no chance of making as my return flight arrives too late into LHR. They re-routed me from LAX to JFK to LHR - which I would have accepted - but they booked the journey in Economy (LAX to JFK) which my husband (6'4"" with a knee injury) - cannot do and now they won't change it - even though they have a direct flight from LAX to LHR with Premium Economy and unacceptable flight allows us 54 mins to transfer flights at JFK - and my husband won't be able to walk slowly, let alone quickly, after enduring the 6-hour flight from LAX to LHR. I have chatted only to have my calls disconnected and I also have online chat which proves I did not accept this re-routed flight to JFK but they won't budge.",2,24th July 2023, (United Kingdom) 
283,"✅ Trip Verified | A simple story with an unfortunate outcome that really could happen to anyone. My partner and I recently started working after studying purchased two tickets to travel from London City Airport to Frankfurt. When we purchased the tickets, I mistakenly entered my name twice (e.g. Mr John Smith and Ms John Smith). Little did we know that our 1 simple mistake would cost us over 300 pounds. Upon arriving at the airport we were told there was no way to change the name (apparently they can only change 3 letters where there has been a typo?) and I had no other option to purchase the last remaining ticket if I wanted to board the flight - the price: almost seven times (!) higher than my original ticket. Zero empathy was shown. Zero alternative was offered. Trusting BA's staff and under the pretence that there was apparently no other way we could board the flight we bought this ticket. Immediately after I purchased the ticket I contacted BA's 'Commercial Change Booking Team' and informed them of our situation. The service representative apologised and told me they could have changed the name at the cost of a small fee. He offered to cancel my original ticket and issue me a partial refund then, advising me that I had a claim to the difference and I should contact Customer Support to do so. I told this person several times I wanted to claim the cost of the new ticket and even asked him explicitly if by accepting this offer, I would be denied from claiming the cost of the new ticket. He said no, I could claim the difference. Fair enough - we accepted this offer and lodged a ticket with Customer Support for the difference. Two days later, British Airways Customer Response informed us that we were unable to lodge a claim because we had 'voluntarily accepted the cancellation before the flight'. They've continued to send generic emails until this week, when they just stopped responding. So in short, British Airways misled and deceived my partner into accepting a lowball offer to waive our right to claim a refund. It keeps me up at night thinking how they can do this and get away with it so easily.",2,21st July 2023, (Germany) 
284,"✅ Trip Verified |  Flight was delayed due to the inbound flight arriving late. There was no announcement to inform of the delay nor were the sceens updated. When ready to board we were requested to take our seats quickly to help reduce the delay, which people did. The pilot then announced he had received the documents for the wrong flight from ground staff, so we had to wait while they returned to get the right paperwork. After this was resolved, the pilot announced there would be a delay as there was only two push back tractors and we had to wait again. So after rushing to sit quickly, we sat the the aircraft at the gate for nearly one hour, which is longer than the flight takes ! Of course AMS is not BAs home base and it uses contracted staff here, but it should require a better level of service, It was embarrassing hearing the pilot apologise at every step of the way. It’ll be Eurostar for me next time.",1,21st July 2023, (United Kingdom) 
285,"Not Verified |  Fast and friendly check in (total contrast to Gatwick). The contract lounge is comfortable and spacious with a bar and pleasant staff but you have to pay for alcohol after the one free glass of wine. Food best avoided. On board, great crew and dinner was actually good quality and substantial apart from the ""chocolate and orange pot"" that seems to appear on every flight - have they bought up the global stock? The crew were always ready to top up drinks although white wine and beers were lukewarm. The crew explained that the carts are supposed to be chilled - from experience they rarely are. Is dry ice so expensive that BA can't afford it?",9,20th July 2023, (United Kingdom) 
286,"✅ Trip Verified |  I don't understand why British Airways is classified as a 4 star airline? The service is really mediocre. The food is untasty and insufficient for a long haul trip. Some members of the cabin crew are friendly but they are not attentive enough and create a very basic experience. This really is all about getting from point A to B without what it used to be an enjoyable trip making experience. The inflight entertainment is fairly good, but you do need to bring your own water not to get dehydrated, some snacks and ideally food and perhaps smile to yourself as otherwise you are faced with just a cold, personality less experience. ","
													5",20th July 2023, (United Kingdom) 
287,"Not Verified |  I'm sure that BA have gradually made their economy experience (BA Euroflyer out of Gatwick) so miserable that passengers are tempted to upgrade to the lacklustre and overpriced business class. Long wait at the biz checkin ( due to status ) and dealt with by a bored agent - OK third party, but still representing BA - who hardly spoke and avoided eye contact and was more focussed on her fingernails. Lounge was crowded and grubby but at least the staff there are pleasant and helpful On board the seats are cramped and uncomfortable and it took over two hours before crew appeared with food sales and the ""free water"" which on Gatwick services consists of a half full plastic cup rather than the luxury of a small bottle.. A fellow passenger mentioned the delay and the fact that they had no sandwiches for sale which prompted the flight attendant to say that the service was much better on Easyjet who do two service runs etc.",2,20th July 2023, (United Kingdom) 
288,"✅ Trip Verified |  Customer Service does not exist. One world emerald, frequent long haul flyer (including BA) - never seen such poor customer service or “computer says no”. Official BA.com site said all morning and afternoon that flight from Gatwick, delayed 2 hours. Delayed leaving for airport -only for BA to change back to original time. Called BA customer service 1.5 hours prior from highway saying situation - told not to worry, would note and flight rebooked if issue but go to airport. Got to airport 40 mins prior told could not board and that staff did not work for BA so could not help. Back on phone, 3 hours in total to be told could be rebooked, then couldn’t be, round and round. Ultimately told to file complaint. Then found out flight left 2 hours delayed. Paid for extra hotels flights with more competent airlines and now told 38 days wait for complaints to be responded to - heavens help economy and non-status flyers if that’s what the front end of the plane gets!",1,18th July 2023, (United Kingdom) 
289,"✅ Trip Verified | Another really great pair of flights, on time, no problems at all, champagne was ok and my meal choices were great, the new club suite is a good improvement over the previous seat, in flight entertainment could have been better, can’t wait to fly with BA again and enjoy another great experience.",1,17th July 2023, (United Kingdom) 
290,"✅ Trip Verified |  Check-in Desk rude and dismissive. Flight late but seems the new norm. One world emerald, club world check-in. Staff uncommunicative, did not know what baggage allowance entitled to, once raised (politely) became argumentative and accusatory.",1,26th July 2023, (United Kingdom) 
291,"✅ Trip Verified | I chose British Airways especially because I was going to travel with my niece and nephew, and wanted everything to work well. What a disaster! First, it took me two hours to do the check-in online due to a technical problem. I also had to spend more than 20 minutes in a call to a UK number from my Spanish cell phone because that’s the only service they provide on weekends. Then, at the airport, when there was the boarding time, we had to wait with the rest of the people for almost two hours standing on the line without knowing what was going on. They just told us to wait. Finally we could access the plane. After 40 minutes inside, they told us to leave the plane again and told us the flight had been cancelled. We had to take our luggage and queue again for a couple of hours. Then, do the check in again and wait for another flight to take off, which was again delayed! We spent almost 12 hours at the airport. No information was provided, no solutions were offered. We had to seat in the last raw (when I had paid to seat on the first half of the plane). No money was refunded no apologizes or compensation was given. I also had pre-purchased food and they couldn’t provide the service. All in all, terrible. Never again!",4,25th July 2023, (Spain) 
292,"Not Verified | I booked Premium Economy from INV to LAX (via LHR). They notified me of a cancelled flight on my return journey and rebooked me on a flight that my connecting flight arrived too late for! Then they cancelled a flight on my journey to LAX! They then cancelled the rebooked flight on the return journey and rebooking me back on the first flight that they had rebooked me on - the flight that I have no chance of making as my return flight arrives too late into LHR. They re-routed me from LAX to JFK to LHR - which I would have accepted - but they booked the journey in Economy (LAX to JFK) which my husband (6'4"" with a knee injury) - cannot do and now they won't change it - even though they have a direct flight from LAX to LHR with Premium Economy and unacceptable flight allows us 54 mins to transfer flights at JFK - and my husband won't be able to walk slowly, let alone quickly, after enduring the 6-hour flight from LAX to LHR. I have chatted only to have my calls disconnected and I also have online chat which proves I did not accept this re-routed flight to JFK but they won't budge.",8,24th July 2023, (United Kingdom) 
293,"✅ Trip Verified | A simple story with an unfortunate outcome that really could happen to anyone. My partner and I recently started working after studying purchased two tickets to travel from London City Airport to Frankfurt. When we purchased the tickets, I mistakenly entered my name twice (e.g. Mr John Smith and Ms John Smith). Little did we know that our 1 simple mistake would cost us over 300 pounds. Upon arriving at the airport we were told there was no way to change the name (apparently they can only change 3 letters where there has been a typo?) and I had no other option to purchase the last remaining ticket if I wanted to board the flight - the price: almost seven times (!) higher than my original ticket. Zero empathy was shown. Zero alternative was offered. Trusting BA's staff and under the pretence that there was apparently no other way we could board the flight we bought this ticket. Immediately after I purchased the ticket I contacted BA's 'Commercial Change Booking Team' and informed them of our situation. The service representative apologised and told me they could have changed the name at the cost of a small fee. He offered to cancel my original ticket and issue me a partial refund then, advising me that I had a claim to the difference and I should contact Customer Support to do so. I told this person several times I wanted to claim the cost of the new ticket and even asked him explicitly if by accepting this offer, I would be denied from claiming the cost of the new ticket. He said no, I could claim the difference. Fair enough - we accepted this offer and lodged a ticket with Customer Support for the difference. Two days later, British Airways Customer Response informed us that we were unable to lodge a claim because we had 'voluntarily accepted the cancellation before the flight'. They've continued to send generic emails until this week, when they just stopped responding. So in short, British Airways misled and deceived my partner into accepting a lowball offer to waive our right to claim a refund. It keeps me up at night thinking how they can do this and get away with it so easily.",2,21st July 2023, (Germany) 
294,"✅ Trip Verified |  Flight was delayed due to the inbound flight arriving late. There was no announcement to inform of the delay nor were the sceens updated. When ready to board we were requested to take our seats quickly to help reduce the delay, which people did. The pilot then announced he had received the documents for the wrong flight from ground staff, so we had to wait while they returned to get the right paperwork. After this was resolved, the pilot announced there would be a delay as there was only two push back tractors and we had to wait again. So after rushing to sit quickly, we sat the the aircraft at the gate for nearly one hour, which is longer than the flight takes ! Of course AMS is not BAs home base and it uses contracted staff here, but it should require a better level of service, It was embarrassing hearing the pilot apologise at every step of the way. It’ll be Eurostar for me next time.",2,21st July 2023, (United Kingdom) 
295,"Not Verified |  Fast and friendly check in (total contrast to Gatwick). The contract lounge is comfortable and spacious with a bar and pleasant staff but you have to pay for alcohol after the one free glass of wine. Food best avoided. On board, great crew and dinner was actually good quality and substantial apart from the ""chocolate and orange pot"" that seems to appear on every flight - have they bought up the global stock? The crew were always ready to top up drinks although white wine and beers were lukewarm. The crew explained that the carts are supposed to be chilled - from experience they rarely are. Is dry ice so expensive that BA can't afford it?",1,20th July 2023, (United Kingdom) 
296,"✅ Trip Verified |  I don't understand why British Airways is classified as a 4 star airline? The service is really mediocre. The food is untasty and insufficient for a long haul trip. Some members of the cabin crew are friendly but they are not attentive enough and create a very basic experience. This really is all about getting from point A to B without what it used to be an enjoyable trip making experience. The inflight entertainment is fairly good, but you do need to bring your own water not to get dehydrated, some snacks and ideally food and perhaps smile to yourself as otherwise you are faced with just a cold, personality less experience. ",9,20th July 2023, (United Kingdom) 
297,"Not Verified |  I'm sure that BA have gradually made their economy experience (BA Euroflyer out of Gatwick) so miserable that passengers are tempted to upgrade to the lacklustre and overpriced business class. Long wait at the biz checkin ( due to status ) and dealt with by a bored agent - OK third party, but still representing BA - who hardly spoke and avoided eye contact and was more focussed on her fingernails. Lounge was crowded and grubby but at least the staff there are pleasant and helpful On board the seats are cramped and uncomfortable and it took over two hours before crew appeared with food sales and the ""free water"" which on Gatwick services consists of a half full plastic cup rather than the luxury of a small bottle.. A fellow passenger mentioned the delay and the fact that they had no sandwiches for sale which prompted the flight attendant to say that the service was much better on Easyjet who do two service runs etc.","
													5",20th July 2023, (United Kingdom) 
298,"✅ Trip Verified |  Customer Service does not exist. One world emerald, frequent long haul flyer (including BA) - never seen such poor customer service or “computer says no”. Official BA.com site said all morning and afternoon that flight from Gatwick, delayed 2 hours. Delayed leaving for airport -only for BA to change back to original time. Called BA customer service 1.5 hours prior from highway saying situation - told not to worry, would note and flight rebooked if issue but go to airport. Got to airport 40 mins prior told could not board and that staff did not work for BA so could not help. Back on phone, 3 hours in total to be told could be rebooked, then couldn’t be, round and round. Ultimately told to file complaint. Then found out flight left 2 hours delayed. Paid for extra hotels flights with more competent airlines and now told 38 days wait for complaints to be responded to - heavens help economy and non-status flyers if that’s what the front end of the plane gets!",2,18th July 2023, (United Kingdom) 
299,"✅ Trip Verified | Another really great pair of flights, on time, no problems at all, champagne was ok and my meal choices were great, the new club suite is a good improvement over the previous seat, in flight entertainment could have been better, can’t wait to fly with BA again and enjoy another great experience.",1,17th July 2023, (United Kingdom) 
300,"✅ Trip Verified |  Check-in Desk rude and dismissive. Flight late but seems the new norm. One world emerald, club world check-in. Staff uncommunicative, did not know what baggage allowance entitled to, once raised (politely) became argumentative and accusatory.",1,26th July 2023, (United Kingdom) 
301,"✅ Trip Verified | I chose British Airways especially because I was going to travel with my niece and nephew, and wanted everything to work well. What a disaster! First, it took me two hours to do the check-in online due to a technical problem. I also had to spend more than 20 minutes in a call to a UK number from my Spanish cell phone because that’s the only service they provide on weekends. Then, at the airport, when there was the boarding time, we had to wait with the rest of the people for almost two hours standing on the line without knowing what was going on. They just told us to wait. Finally we could access the plane. After 40 minutes inside, they told us to leave the plane again and told us the flight had been cancelled. We had to take our luggage and queue again for a couple of hours. Then, do the check in again and wait for another flight to take off, which was again delayed! We spent almost 12 hours at the airport. No information was provided, no solutions were offered. We had to seat in the last raw (when I had paid to seat on the first half of the plane). No money was refunded no apologizes or compensation was given. I also had pre-purchased food and they couldn’t provide the service. All in all, terrible. Never again!",1,25th July 2023, (Spain) 
302,"Not Verified | I booked Premium Economy from INV to LAX (via LHR). They notified me of a cancelled flight on my return journey and rebooked me on a flight that my connecting flight arrived too late for! Then they cancelled a flight on my journey to LAX! They then cancelled the rebooked flight on the return journey and rebooking me back on the first flight that they had rebooked me on - the flight that I have no chance of making as my return flight arrives too late into LHR. They re-routed me from LAX to JFK to LHR - which I would have accepted - but they booked the journey in Economy (LAX to JFK) which my husband (6'4"" with a knee injury) - cannot do and now they won't change it - even though they have a direct flight from LAX to LHR with Premium Economy and unacceptable flight allows us 54 mins to transfer flights at JFK - and my husband won't be able to walk slowly, let alone quickly, after enduring the 6-hour flight from LAX to LHR. I have chatted only to have my calls disconnected and I also have online chat which proves I did not accept this re-routed flight to JFK but they won't budge.",4,24th July 2023, (United Kingdom) 
303,"✅ Trip Verified | A simple story with an unfortunate outcome that really could happen to anyone. My partner and I recently started working after studying purchased two tickets to travel from London City Airport to Frankfurt. When we purchased the tickets, I mistakenly entered my name twice (e.g. Mr John Smith and Ms John Smith). Little did we know that our 1 simple mistake would cost us over 300 pounds. Upon arriving at the airport we were told there was no way to change the name (apparently they can only change 3 letters where there has been a typo?) and I had no other option to purchase the last remaining ticket if I wanted to board the flight - the price: almost seven times (!) higher than my original ticket. Zero empathy was shown. Zero alternative was offered. Trusting BA's staff and under the pretence that there was apparently no other way we could board the flight we bought this ticket. Immediately after I purchased the ticket I contacted BA's 'Commercial Change Booking Team' and informed them of our situation. The service representative apologised and told me they could have changed the name at the cost of a small fee. He offered to cancel my original ticket and issue me a partial refund then, advising me that I had a claim to the difference and I should contact Customer Support to do so. I told this person several times I wanted to claim the cost of the new ticket and even asked him explicitly if by accepting this offer, I would be denied from claiming the cost of the new ticket. He said no, I could claim the difference. Fair enough - we accepted this offer and lodged a ticket with Customer Support for the difference. Two days later, British Airways Customer Response informed us that we were unable to lodge a claim because we had 'voluntarily accepted the cancellation before the flight'. They've continued to send generic emails until this week, when they just stopped responding. So in short, British Airways misled and deceived my partner into accepting a lowball offer to waive our right to claim a refund. It keeps me up at night thinking how they can do this and get away with it so easily.",8,21st July 2023, (Germany) 
304,"✅ Trip Verified |  Flight was delayed due to the inbound flight arriving late. There was no announcement to inform of the delay nor were the sceens updated. When ready to board we were requested to take our seats quickly to help reduce the delay, which people did. The pilot then announced he had received the documents for the wrong flight from ground staff, so we had to wait while they returned to get the right paperwork. After this was resolved, the pilot announced there would be a delay as there was only two push back tractors and we had to wait again. So after rushing to sit quickly, we sat the the aircraft at the gate for nearly one hour, which is longer than the flight takes ! Of course AMS is not BAs home base and it uses contracted staff here, but it should require a better level of service, It was embarrassing hearing the pilot apologise at every step of the way. It’ll be Eurostar for me next time.",2,21st July 2023, (United Kingdom) 
305,"Not Verified |  Fast and friendly check in (total contrast to Gatwick). The contract lounge is comfortable and spacious with a bar and pleasant staff but you have to pay for alcohol after the one free glass of wine. Food best avoided. On board, great crew and dinner was actually good quality and substantial apart from the ""chocolate and orange pot"" that seems to appear on every flight - have they bought up the global stock? The crew were always ready to top up drinks although white wine and beers were lukewarm. The crew explained that the carts are supposed to be chilled - from experience they rarely are. Is dry ice so expensive that BA can't afford it?",2,20th July 2023, (United Kingdom) 
306,"✅ Trip Verified |  I don't understand why British Airways is classified as a 4 star airline? The service is really mediocre. The food is untasty and insufficient for a long haul trip. Some members of the cabin crew are friendly but they are not attentive enough and create a very basic experience. This really is all about getting from point A to B without what it used to be an enjoyable trip making experience. The inflight entertainment is fairly good, but you do need to bring your own water not to get dehydrated, some snacks and ideally food and perhaps smile to yourself as otherwise you are faced with just a cold, personality less experience. ",1,20th July 2023, (United Kingdom) 
307,"Not Verified |  I'm sure that BA have gradually made their economy experience (BA Euroflyer out of Gatwick) so miserable that passengers are tempted to upgrade to the lacklustre and overpriced business class. Long wait at the biz checkin ( due to status ) and dealt with by a bored agent - OK third party, but still representing BA - who hardly spoke and avoided eye contact and was more focussed on her fingernails. Lounge was crowded and grubby but at least the staff there are pleasant and helpful On board the seats are cramped and uncomfortable and it took over two hours before crew appeared with food sales and the ""free water"" which on Gatwick services consists of a half full plastic cup rather than the luxury of a small bottle.. A fellow passenger mentioned the delay and the fact that they had no sandwiches for sale which prompted the flight attendant to say that the service was much better on Easyjet who do two service runs etc.",9,20th July 2023, (United Kingdom) 
